Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N4_0226,役に立つ,役に立[やくにた]つ,to be useful,[sound:JLPT_Tango_N4_0226.mp3],この本はとても役に立ちます。,この 本[ほん]はとても 役に立[やくにた]ちます。,This book is very useful.,,,,,Ch 02 - 勉強と仕事,Sect 03 - 勉強,X
JLPT_Tango_N4_0227,勉強中,勉強[べんきょう] 中[ちゅう],in the middle of studying,[sound:JLPT_Tango_N4_0227.mp3],今、テストのための勉強中です。,今[いま]、テストのための 勉強[べんきょう] 中[ちゅう]です。,I'm in the middle of studying for a test now.,,,,,Ch 02 - 勉強と仕事,Sect 03 - 勉強,X
JLPT_Tango_N4_0227-005,テスト中,テスト 中[ちゅう],in the middle of taking a test,[sound:JLPT_Tango_N4_0227-005.mp3],,,,,,,Related meaning to 勉強中,Ch 02 - 勉強と仕事,Sect 03 - 勉強,
JLPT_Tango_N4_0227-006,電話中,電話[でんわ] 中[ちゅう],in the middle of a phone call,[sound:JLPT_Tango_N4_0227-006.mp3],,,,,,,Related meaning to 勉強中,Ch 02 - 勉強と仕事,Sect 03 - 勉強,
JLPT_Tango_N4_0228,つとめる,つとめる,to be employed,[sound:JLPT_Tango_N4_0228.mp3],私はITの会社につとめています。,私[わたし]は  IT[アイティー]の 会社[かいしゃ]につとめています。,I'm employed at an IT company.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0228-005,（~で）働く,（~で） 働[はたら]く,to work (at ~),[sound:JLPT_Tango_N4_0228-005.mp3],,,,,,,Related meaning to つとめる,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0229,給料,給料[きゅうりょう],salary,[sound:JLPT_Tango_N4_0229.mp3],今日、はじめての給料をもらいあした。,今日[きょう]、はじめての 給料[きゅうりょう]をもらいあした。,"Today, I received my first salary payment.",,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0229-005,給料日,給料[きゅうりょう] 日[び],pay day,[sound:JLPT_Tango_N4_0229-005.mp3],,,,,,,Related meaning to 給料,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0230,ボーナス,ボーナス,bonus,[sound:JLPT_Tango_N4_0230.mp3],夏と冬にボーナスがあります。,夏[なつ]と 冬[ふゆ]にボーナスがあります。,There are bonuses in the summer and in the winter.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0231,貯金＜する＞,貯金[ちょきん]＜する＞,savings,[sound:JLPT_Tango_N4_0231.mp3],旅行のために貯金します。,旅行[りょこう]のために 貯金[ちょきん]します。,I'm saving for a trip.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0231-005,貯金箱,貯金[ちょきん] 箱[ばこ],savings box,[sound:JLPT_Tango_N4_0231-005.mp3],,,,,,,Related meaning to 貯金＜する＞,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0232,受付,受付[うけつけ],reception,[sound:JLPT_Tango_N4_0232.mp3],受付は３かいにあります。,受付[うけつけ]は３かいにあります。,The reception desk is on the third floor.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0232-005,受け付ける,受け付[うけつ]ける,"to receive, to accept",[sound:JLPT_Tango_N4_0232-005.mp3],,,,,,,Related meaning to 受付,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0233,名刺,名刺[めいし],business card,[sound:JLPT_Tango_N4_0233.mp3],名刺の名前がまちがっていました。,名刺[めいし]の 名前[なまえ]がまちがっていました。,The name on the business card is wrong.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0234,営業＜する＞,営業[えいぎょう]＜する＞,sales,[sound:JLPT_Tango_N4_0234.mp3],営業の仕事は楽しいです。,営業[えいぎょう]の 仕事[しごと]は 楽[たの]しいです。,Working in sales is fun.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0235,あいさつ＜する＞,あいさつ＜する＞,greeting,[sound:JLPT_Tango_N4_0235.mp3],いつも元気にあいさつしています。,いつも 元気[げんき]にあいさつしています。,I always greet people enthusiastically.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0236,会議＜する＞,会議[かいぎ]＜する＞,meeting,[sound:JLPT_Tango_N4_0236.mp3],今日の会議は午後３時からです。,今日[きょう]の 会議[かいぎ]は 午後[ごご]３ 時[じ]からです。,Today's meeting is from 3:00.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0236-005,会議室,会議[かいぎ] 室[しつ],meeting room,[sound:JLPT_Tango_N4_0236-005.mp3],,,,,,,Related meaning to 会議＜する＞,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0236-006,会議中,会議[かいぎ] 中[ちゅう],in the middle of a meeting,[sound:JLPT_Tango_N4_0236-006.mp3],,,,,,,Related meaning to 会議＜する＞,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0237,ミーティング,ミーティング,meeting,[sound:JLPT_Tango_N4_0237.mp3],昼ごはんを食べながらミーティングをしましょう。,昼[ひる]ごはんを 食[た]べながらミーティングをしましょう。,Let's have a meeting while eating lunch.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0237-005,ミーティングルーム,ミーティングルーム,meeting room,[sound:JLPT_Tango_N4_0237-005.mp3],,,,,,,Related meaning to ミーティング,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0237-006,ミーティング中,ミーティング 中[ちゅう],in the middle of a meeting,[sound:JLPT_Tango_N4_0237-006.mp3],,,,,,,Related meaning to ミーティング,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0238,意見,意見[いけん],opinion,[sound:JLPT_Tango_N4_0238.mp3],人の意見をよく聞きましょう。,人[ひと]の 意見[いけん]をよく 聞[き]きましょう。,Let's listen carefully to people's opinions.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0239,アイディア,アイディア,idea,[sound:JLPT_Tango_N4_0239.mp3],部長のアイディアはおもしろいです。,部長[ぶちょう]のアイディアはおもしろいです。,The department chief's idea is interesting.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0240,スケジュール,スケジュール,schedule,[sound:JLPT_Tango_N4_0240.mp3],社長のスケジュールを知っていますか。,社長[しゃちょう]のスケジュールを 知[し]っていますか。,Do you know the president's schedule?,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0241,出張＜する＞,出張[しゅっちょう]＜する＞,business trip,[sound:JLPT_Tango_N4_0241.mp3],父はよくアメリカへ出張しています。,父[ちち]はよくアメリカへ 出張[しゅっちょう]しています。,My father often goes to America on business trips.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0242,もどる,もどる,"to return, to come back",[sound:JLPT_Tango_N4_0242.mp3],A「田中さんがもどるのは何時ですか。」<div>B「３時ごろだと思います。」</div>,A「 田中[たなか]さんがもどるのは 何[なん] 時[じ]ですか。」 <div>B「３ 時[じ]ごろだと 思[おも]います。」</div>,A: What time is Tanaka-san coming back?<div>B: I think around 3:00.</div>,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0243,もどす,もどす,"to return, to give back",[sound:JLPT_Tango_N4_0243.mp3],新聞を読んだら、ここにもどしてください。,新聞[しんぶん]を 読[よ]んだら、ここにもどしてください。,Please return the newspapers here after you read them.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0244,本社,本社[ほんしゃ],main office,[sound:JLPT_Tango_N4_0244.mp3],春から東京の本社に行きます。,春[はる]から 東京[とうきょう]の 本社[ほんしゃ]に 行[い]きます。,I'm going to the main office in Tokyo starting in the spring.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0244-005,支社,支社[ししゃ],branch office,[sound:JLPT_Tango_N4_0244-005.mp3],,,,,,,Related meaning to 本社,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0244-006,本店,本店[ほんてん],main store,[sound:JLPT_Tango_N4_0244-006.mp3],,,,,,,Related meaning to 本社,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0244-007,支店,支店[してん],branch store,[sound:JLPT_Tango_N4_0244-007.mp3],,,,,,,Related meaning to 本社,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0245,社長,社長[しゃちょう],president,[sound:JLPT_Tango_N4_0245.mp3],私の会社の社長は若いですね。,私[わたし]の 会社[かいしゃ]の 社長[しゃちょう]は 若[わか]いですね。,The president of my company is young.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0245-005,社長室,社長[しゃちょう] 室[しつ],president's office,[sound:JLPT_Tango_N4_0245-005.mp3],,,,,,,Related meaning to 社長,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0245-006,部長,部長[ぶちょう],head of a department,[sound:JLPT_Tango_N4_0245-006.mp3],,,,,,,Related meaning to 社長,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0245-007,課長,課長[かちょう],head of a section,[sound:JLPT_Tango_N4_0245-007.mp3],,,,,,,Related meaning to 社長,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0246,ルール,ルール,rule,[sound:JLPT_Tango_N4_0246.mp3],会社のルールをよく読んでください。,会社[かいしゃ]のルールをよく 読[よ]んでください。,Please read the company rules carefully.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0247,規則,規則[きそく],"rule, regulation",[sound:JLPT_Tango_N4_0247.mp3],この会社の規則を知っていますか。,この 会社[かいしゃ]の 規則[きそく]を 知[し]っていますか。,Do you know this company's rules and regulations?,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0247-005,校則,校則[こうそく],school regulation,[sound:JLPT_Tango_N4_0247-005.mp3],,,,,,,Related meaning to 規則,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,
JLPT_Tango_N4_0248,決まる,決[き]まる,to be decided,[sound:JLPT_Tango_N4_0248.mp3],新しいアルバイトが決まりました。,新[あたら]しいアルバイトが 決[き]まりました。,My new part-time job has been decided.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0249,決める,決[き]める,to decide,[sound:JLPT_Tango_N4_0249.mp3],会議の時間を決めましょう。,会議[かいぎ]の 時間[じかん]を 決[き]めましょう。,Let's decide the time of the meeting.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0250,きょか＜する＞,きょか＜する＞,permission,[sound:JLPT_Tango_N4_0250.mp3],休むときはきょかをもらってください。,休[きゅう]むときはきょかをもらってください。,Please receive permission when you want to take time off.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0251,（はんこを）押す,（はんこを） 押[お]す,to stamp (a seal),[sound:JLPT_Tango_N4_0251.mp3],ここにはんこを押してください。,ここにはんこを 押[お]してください。,Please stamp your seal here.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0252,ちこく＜する＞,ちこく＜する＞,"to be late, being late",[sound:JLPT_Tango_N4_0252.mp3],１分でもちこくしてはいけません。,１分[いっぷん]でもちこくしてはいけません。,You mustn't be late by even one minute.,,,,,Ch 02 - 勉強と仕事,Sect 04 - 仕事①,X
JLPT_Tango_N4_0253,技術,技術[ぎじゅつ],technology,[sound:JLPT_Tango_N4_0253.mp3],この会社にはどんな技術がありますか。,この 会社[かいしゃ]にはどんな 技術[ぎじゅつ]がありますか。,What kind of technology does this company have?,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0254,パソコン,パソコン,computer,[sound:JLPT_Tango_N4_0254.mp3],パソコンを見ていると、目がつかれます。,パソコンを 見[み]ていると、 目[め]がつかれます。,"After staring at my computer, my eyes get tired.",,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0255,ソフト,ソフト,software,[sound:JLPT_Tango_N4_0255.mp3],パソコンのソフトを作る仕事がしたいです。,パソコンのソフトを 作[つく]る 仕事[しごと]がしたいです。,I want to have a job where I make computer software.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0255-005,ゲームソフト,ゲームソフト,game software,[sound:JLPT_Tango_N4_0255-005.mp3],,,,,,,Related meaning to ソフト,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,
JLPT_Tango_N4_0256,書類,書類[しょるい],document,[sound:JLPT_Tango_N4_0256.mp3],明日までにこの書類を出してください。,明日[あす]までにこの 書類[しょるい]を 出[だ]してください。,Please submit these documents by tomorrow.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0256-005,資料,資料[しりょう],materials,[sound:JLPT_Tango_N4_0256-005.mp3],,,,,,,Related meaning to 書類,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,
JLPT_Tango_N4_0257,ファイル,ファイル,file,[sound:JLPT_Tango_N4_0257.mp3],資料をファイルに入れます。,資料[しりょう]をファイルに 入[い]れます。,I'm going to put these materials in the file.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0258,入力＜する＞,入力[にゅうりょく]＜する＞,input,[sound:JLPT_Tango_N4_0258.mp3],ここに英語で入力してください。,ここに 英語[えいご]で 入力[にゅうりょく]してください。,Please input things here in English.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0259,ほんやく＜する＞,ほんやく＜する＞,translation,[sound:JLPT_Tango_N4_0259.mp3],中国語を日本語にほんやくします。,中国[ちゅうごく] 語[ご]を 日本語[にほんご]にほんやくします。,I will translate Chinese into Japanese.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0259-005,ほんやく家,ほんやく 家[か],translator,[sound:JLPT_Tango_N4_0259-005.mp3],,,,,,,Related meaning to ほんやく＜する＞,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,
JLPT_Tango_N4_0260,通訳＜する＞,通訳[つうやく]＜する＞,interpreting,[sound:JLPT_Tango_N4_0260.mp3],小学生のころから通訳になりたかったです。,小学生[しょうがくせい]のころから 通訳[つうやく]になりたかったです。,I've wanted to be an interpreter since I was an elementary school student.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0261,方法,方法[ほうほう],method,[sound:JLPT_Tango_N4_0261.mp3],日本語が上手になる方法を教えてください。,日本語[にほんご]が 上手[じょうず]になる 方法[ほうほう]を 教[おし]えてください。,Please teach me how to get better at Japanese.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0262,しかた,しかた,way of doing something,[sound:JLPT_Tango_N4_0262.mp3],仕事のしかたをすぐにおぼえました。,仕事[しごと]のしかたをすぐにおぼえました。,I immediately memorized how to do the job.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0262-005,やり方,やり 方[かた],way of doing something,[sound:JLPT_Tango_N4_0262-005.mp3],,,,,,,Same meaning as しかた,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,
JLPT_Tango_N4_0263,慣れる,慣[な]れる,to get used to,[sound:JLPT_Tango_N4_0263.mp3],最近、やっと仕事に慣れました,最近[さいきん]、やっと 仕事[しごと]に 慣[な]れました,I've recently gotten used to my job.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0264,うまくいく,うまくいく,to go well,[sound:JLPT_Tango_N4_0264.mp3],明日のスピーチはうまくいくでしょう。,明日[あした]のスピーチはうまくいくでしょう。,I wonder if the speech tomorrow will go well.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0265,成功＜する＞,成功[せいこう]＜する＞,success,[sound:JLPT_Tango_N4_0265.mp3],田中さんは仕事で成功しました。,田中[たなか]さんは 仕事[しごと]で 成功[せいこう]しました。,Tanaka-san succeeded at his job.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
JLPT_Tango_N4_0266,たのむ,たのむ,"to ask, to request",[sound:JLPT_Tango_N4_0266.mp3],店長に仕事をたのまれました。,店長[てんちょう]に 仕事[しごと]をたのまれました。,I was asked to do a job by the store manager.,,,,,Ch 02 - 勉強と仕事,Sect 05 - 仕事②,X
