Sort,Sort Index,Vocabulary-Japan,Vocab-Furigana,Vocab-English,Audio File,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Reading,Tag,Entry Type
466,JLPT_Tango_N1_0268,ながなが「と」,,at length,[sound:JLPT_Tango_N1_0268.mp3],夜中に友達と長々と電話で話した。,,I talked over the phone at length with a friend through the night ,,,,,,,,X,268,N1単語3000_2-5,Main
467,JLPT_Tango_N1_0269,隔月,,every other month,[sound:JLPT_Tango_N1_0269.mp3],この雑誌は隔月で発売されている。,,This magazine is sold every other month ,,,,,,,,X,269,N1単語3000_2-5,Main
468,JLPT_Tango_N1_0269-011,一月おき,,every other month,[sound:JLPT_Tango_N1_0269-011.mp3],,,,,,,,,,,,269.1,N1単語3000_2-5,Additional
469,JLPT_Tango_N1_0270,隔週,,every other week,[sound:JLPT_Tango_N1_0270.mp3],土曜日は隔週で休みだ。,,Saturdays are off every other week,,,,,,,,X,270,N1単語3000_2-5,Main
470,JLPT_Tango_N1_0270-011,一周おき,,every other week,[sound:JLPT_Tango_N1_0270-011.mp3],,,,,,,,,,,,270.1,N1単語3000_2-5,Additional
471,JLPT_Tango_N1_0271,隔日,,every other day,[sound:JLPT_Tango_N1_0271.mp3],この仕事は隔日勤務だ。,,My work shift is alternate-days ,,,,,,,,X,271,N1単語3000_2-5,Main
472,JLPT_Tango_N1_0271-011,一日おき,,every other day,[sound:JLPT_Tango_N1_0271-011.mp3],,,,,,,,,,,,271.1,N1単語3000_2-5,Additional
473,JLPT_Tango_N1_0272,きたる,,coming,[sound:JLPT_Tango_N1_0272.mp3],きたる5月10日に町内のイベントがある。,,A neighborhood evet will be held this coming May 10,,,,,,,,X,272,N1単語3000_2-5,Main
474,JLPT_Tango_N1_0273,去る,,past,[sound:JLPT_Tango_N1_0273.mp3],去る3月最後の日曜日にマラソン大会が開かれた。,,The marathon was held on the last Sunday of this past March,,,,,,,,X,273,N1単語3000_2-5,Main
475,JLPT_Tango_N1_0273-101,民主主義,,democracy,[sound:JLPT_Tango_N1_0273-101.mp3],,,,,,,,,,,,273-1,N1単語3000_2-5,Supplement
476,JLPT_Tango_N1_0273-102,社会主義,,socialism,[sound:JLPT_Tango_N1_0273-102.mp3],,,,,,,,,,,,273-2,N1単語3000_2-5,Supplement
477,JLPT_Tango_N1_0273-103,平和主儀,,pacifism,[sound:JLPT_Tango_N1_0273-103.mp3],,,,,,,,,,,,273-3,N1単語3000_2-5,Supplement
478,JLPT_Tango_N1_0273-104,利己主義,,egoism,[sound:JLPT_Tango_N1_0273-104.mp3],,,,,,,,,,,,273-4,N1単語3000_2-5,Supplement
479,JLPT_Tango_N1_0273-105,個人主義,,individualism,[sound:JLPT_Tango_N1_0273-105.mp3],,,,,,,,,,,,273-5,N1単語3000_2-5,Supplement
480,JLPT_Tango_N1_0273-106,博愛主義,,philanthropism,[sound:JLPT_Tango_N1_0273-106.mp3],,,,,,,,,,,,273-6,N1単語3000_2-5,Supplement
481,JLPT_Tango_N1_0273-107,放任主義,,Hands-offpolicy,[sound:JLPT_Tango_N1_0273-107.mp3],,,,,,,,,,,,273-7,N1単語3000_2-5,Supplement
482,JLPT_Tango_N1_0273-108,ロマン主義,,romanticism,[sound:JLPT_Tango_N1_0273-108.mp3],,,,,,,,,,,,273-8,N1単語3000_2-5,Supplement
483,JLPT_Tango_N1_0273-109,秘密主義,,secretiveness,[sound:JLPT_Tango_N1_0273-109.mp3],,,,,,,,,,,,273-9,N1単語3000_2-5,Supplement
484,JLPT_Tango_N1_0273-110,菜食主義,,vegetarian,[sound:JLPT_Tango_N1_0273-110.mp3],,,,,,,,,,,,273-10,N1単語3000_2-5,Supplement
485,JLPT_Tango_N1_0274,外観,,exterior,[sound:JLPT_Tango_N1_0274.mp3],我が家は外観は古いが、中はけっこうきれいだ。,,"The exterior of our house is old, but the inside is pretty clean ",,,,,,,,X,274,N1単語3000_3-1,Main
486,JLPT_Tango_N1_0275,設計（する）,,design,[sound:JLPT_Tango_N1_0275.mp3],知り合いの建築士に家の設計を依頼した。,,I asked an architect I knew to design the house ,,,,,,,,X,275,N1単語3000_3-1,Main
487,JLPT_Tango_N1_0275-011,設計図,,plan,[sound:JLPT_Tango_N1_0275-011.mp3],,,,,,,,,,,,275.1,N1単語3000_3-1,Additional
488,JLPT_Tango_N1_0275-012,人生設計,,life plan,[sound:JLPT_Tango_N1_0275-012.mp3],,,,,,,,,,,,275.2,N1単語3000_3-1,Additional
489,JLPT_Tango_N1_0276,図案,,design,[sound:JLPT_Tango_N1_0276.mp3],このじゅうたんの図案は妻が作った。,,My wife designed this carpet ,,,,,,,,X,276,N1単語3000_3-1,Main
490,JLPT_Tango_N1_0277,凝る,,sophisticated,[sound:JLPT_Tango_N1_0277.mp3],新しい家は、家具にも凝っている。,,The new house has sophisticated furniture too,,,,,,,,X,277,N1単語3000_3-1,Main
491,JLPT_Tango_N1_0278,凝らす,,concentrate,[sound:JLPT_Tango_N1_0278.mp3],工夫を凝らして、空間を広く見せた。,,I had to be creative to amke it look spacious ,,,,,,,,X,278,N1単語3000_3-1,Main
492,JLPT_Tango_N1_0279,土台,,foundation,[sound:JLPT_Tango_N1_0279.mp3],地震に備えて、土台をしっかり造る。,,The foundation is built firmly to protect against earthquakes,,,,,,,,X,279,N1単語3000_3-1,Main
493,JLPT_Tango_N1_0280,きしむ,,creak,[sound:JLPT_Tango_N1_0280.mp3],家が古くなって、床がきしみ始めた。,,The floorboards haev started to creak as the house is old,,,,,,,,X,280,N1単語3000_3-1,Main
494,JLPT_Tango_N1_0281,補強（する）,,reinforcement,[sound:JLPT_Tango_N1_0281.mp3],地震に耐えられるように、壁を補強する。,,I reinforced the walls to make the house quake-resistant,,,,,,,,X,281,N1単語3000_3-1,Main
495,JLPT_Tango_N1_0282,改装（する）,,renovation,[sound:JLPT_Tango_N1_0282.mp3],うちは古いので、そろそろ改装を考えないといけない。,,We must think about renovation as the house is getting old ,,,,,,,,X,282,N1単語3000_3-1,Main
496,JLPT_Tango_N1_0282-011,改築（する）,,renovate,[sound:JLPT_Tango_N1_0282-011.mp3],,,,,,,,,,,,282.1,N1単語3000_3-1,Additional
497,JLPT_Tango_N1_0283,据え付ける,,set up,[sound:JLPT_Tango_N1_0283.mp3],キッチンに大きな食器棚を据え付けた。,,A large shelf to store dishes was set up in the kitchen ,,,,,,,,X,283,N1単語3000_3-1,Main
498,JLPT_Tango_N1_0283-011,備え付ける,,set up,[sound:JLPT_Tango_N1_0283-011.mp3],,,,,,,,,,,,283.1,N1単語3000_3-1,Additional
499,JLPT_Tango_N1_0284-001,構える,,set/assume,[sound:JLPT_Tango_N1_0284-001.mp3],1. 知事の家は大きな門を構えている。,,① The governor’s house has a large gate ,,,,,,,,X,284,N1単語3000_3-1,Main
500,JLPT_Tango_N1_0284-002,構える,,set/assume,[sound:JLPT_Tango_N1_0284-002.mp3],2. あの人は何があってものんびり構えている。,,② That person takes it easy no matter what happens.,,,,,,,,X,284,N1単語3000_3-1,Main
501,JLPT_Tango_N1_0285,がっちり「と」（する）,,firmly,[sound:JLPT_Tango_N1_0285.mp3],災害に強いがっちりとした家が欲しい。,,285 I want a house that is sturdy and resilient to disasters,,,,,,,,X,285,N1単語3000_3-1,Main
502,JLPT_Tango_N1_0286,細工（する）,,work,[sound:JLPT_Tango_N1_0286.mp3],あの家は玄関のガラス細工が人目を引く。,,286 the glasswork on the entrance of that house is very eye-catching,,,,,,,,X,286,N1単語3000_3-1,Main
503,JLPT_Tango_N1_0287,調和（する）,,harmony,[sound:JLPT_Tango_N1_0287.mp3],母が部屋の雰囲気に調和する家具を選んだ。,,287 my mother chose furniture that matches the atmosphere of the room ,,,,,,,,X,287,N1単語3000_3-1,Main
504,JLPT_Tango_N1_0288-001,仕切る,,"separate, moderate",[sound:JLPT_Tango_N1_0288-001.mp3],1. 必要に応じて、リビングとダイニングが仕切れるようにする。,,① The living rooom and the dining room can be separated as needed ,,,,,,,,X,288,N1単語3000_3-1,Main
505,JLPT_Tango_N1_0288-002,仕切る,,"separate, moderate",[sound:JLPT_Tango_N1_0288-002.mp3],2. 彼は会議を仕切るのが得意だ。,,② He is good at moderating meetings ,,,,,,,,X,288,N1単語3000_3-1,Main
506,JLPT_Tango_N1_0288-011,仕切り,,barrier,[sound:JLPT_Tango_N1_0288-011.mp3],,,,,,,,,,,,288.1,N1単語3000_3-1,Additional
507,JLPT_Tango_N1_0289,隔てる,,bar,[sound:JLPT_Tango_N1_0289.mp3],廊下を隔てて、トイレとお風呂場がある。,,The toilet and the bathroom are separated by a wall ,,,,,,,,X,289,N1単語3000_3-1,Main
508,JLPT_Tango_N1_0290,所有（する）,,own,[sound:JLPT_Tango_N1_0290.mp3],この家を所有しているのは有名作家だそうだ。,,A famous author owns this house ,,,,,,,,X,290,N1単語3000_3-1,Main
509,JLPT_Tango_N1_0290-011,所有者,,owner,[sound:JLPT_Tango_N1_0290-011.mp3],,,,,,,,,,,,290.1,N1単語3000_3-1,Additional
510,JLPT_Tango_N1_0290-012,所有物,,owned goods,[sound:JLPT_Tango_N1_0290-012.mp3],,,,,,,,,,,,290.2,N1単語3000_3-1,Additional
511,JLPT_Tango_N1_0291,豪邸,,mansion,[sound:JLPT_Tango_N1_0291.mp3],近所にセレブの豪邸ができた。,,A celebrity’s mansion was built in the neighborhood ,,,,,,,,X,291,N1単語3000_3-1,Main
512,JLPT_Tango_N1_0291-011,屋敷,,mansion,[sound:JLPT_Tango_N1_0291-011.mp3],,,,,,,,,,,,291.1,N1単語3000_3-1,Additional
513,JLPT_Tango_N1_0291-012,邸宅,,mansion,[sound:JLPT_Tango_N1_0291-012.mp3],,,,,,,,,,,,291.2,N1単語3000_3-1,Additional
514,JLPT_Tango_N1_0292,表札,,name plate,[sound:JLPT_Tango_N1_0292.mp3],最近、防犯のために表札のない家が増えている。,,"Lately, more and more people have chosen not to hang nameplates outside thier houses for security reasons ",,,,,,,,X,292,N1単語3000_3-1,Main
515,JLPT_Tango_N1_0293,バリアフリー,,free of impediments,[sound:JLPT_Tango_N1_0293.mp3],祖父母のために家をバリアフリーにしたい。,,We renovated our house to be free of impediments for our grandparents,,,,,,,,X,293,N1単語3000_3-1,Main
516,JLPT_Tango_N1_0294,扉,,door,[sound:JLPT_Tango_N1_0294.mp3],隣の家は玄関の扉が大きく、特徴的だ。,,The entrance of our neighbor’s house is large and very unique,,,,,,,,X,294,N1単語3000_3-1,Main
517,JLPT_Tango_N1_0295,戸締まり（する）,,closing up,[sound:JLPT_Tango_N1_0295.mp3],家を出るときも寝る前も、しっかりと戸締まりする。,,Be sure to lock all doors before going to bed or leaving the house,,,,,,,,X,295,N1単語3000_3-1,Main
518,JLPT_Tango_N1_0296,セキュリティ,,security,[sound:JLPT_Tango_N1_0296.mp3],都会では セキュリティ が不可欠だ。,,Security is indispensible in the city ,,,,,,,,X,296,N1単語3000_3-1,Main
519,JLPT_Tango_N1_0296-011,防犯,,security,[sound:JLPT_Tango_N1_0296-011.mp3],,,,,,,,,,,,296.1,N1単語3000_3-1,Additional
520,JLPT_Tango_N1_0296-012,セキュリティシステム,,security system　,[sound:JLPT_Tango_N1_0296-012.mp3],,,,,,,,,,,,296.2,N1単語3000_3-1,Additional
521,JLPT_Tango_N1_0296-013,ホームセキュリティ,,home security system,[sound:JLPT_Tango_N1_0296-013.mp3],,,,,,,,,,,,296.3,N1単語3000_3-1,Additional
522,JLPT_Tango_N1_0297,物陰,,"shade, shadow",[sound:JLPT_Tango_N1_0297.mp3],物陰に誰かがいるような気配がして怖い。,,It’s frightening as it feels like someone is standing in the shadows ,,,,,,,,X,297,N1単語3000_3-1,Main
523,JLPT_Tango_N1_0298,近隣,,neighborhood,[sound:JLPT_Tango_N1_0298.mp3],近隣の家に騒音で迷惑をかけてしまった。,,Our loud music was a nuisance to our neighbors ,,,,,,,,X,298,N1単語3000_3-1,Main
524,JLPT_Tango_N1_0298-011,隣近所,,neighbors,[sound:JLPT_Tango_N1_0298-011.mp3],,,,,,,,,,,,298.1,N1単語3000_3-1,Additional
525,JLPT_Tango_N1_0299,余地,,room,[sound:JLPT_Tango_N1_0299.mp3],この設計図には改善の余地がある。,,There is room for improvement in this plan ,,,,,,,,X,299,N1単語3000_3-1,Main
526,JLPT_Tango_N1_0300,立ち寄る,,drop by,[sound:JLPT_Tango_N1_0300.mp3],この辺りは警察が立ち寄ってくれるから安心だ。,,"The police drop by around this area, so I feel secure",,,,,,,,X,300,N1単語3000_3-1,Main
527,JLPT_Tango_N1_0301,かれこれ,,about,[sound:JLPT_Tango_N1_0301.mp3],ここに住んで、かれこれ10年になる。,,It’s been about ten years since I start living here ,,,,,,,,X,301,N1単語3000_3-1,Main
528,JLPT_Tango_N1_0301-011,おおよそ,,roughly,[sound:JLPT_Tango_N1_0301-011.mp3],,,,,,,,,,,,301.1,N1単語3000_3-1,Additional
529,JLPT_Tango_N1_0302,てきぱき「と」（する）,,promptly,[sound:JLPT_Tango_N1_0302.mp3],午前中にてきぱきと家事をこなす。,,I promptly finished the houshold chores in the morning,,,,,,,,X,302,N1単語3000_3-2,Main
530,JLPT_Tango_N1_0302-011,ぐずぐず「と」する,,dawdle,[sound:JLPT_Tango_N1_0302-011.mp3],,,,,,,,,,,,302.1,N1単語3000_3-2,Additional
531,JLPT_Tango_N1_0303,山積み,,mounting,[sound:JLPT_Tango_N1_0303.mp3],毎日やらなければいけないことが山積みだ。,,The amount of things I have to do daily mounts up,,,,,,,,X,303,N1単語3000_3-2,Main
532,JLPT_Tango_N1_0303-011,山積（する）,,piling,[sound:JLPT_Tango_N1_0303-011.mp3],,,,,,,,,,,,303.1,N1単語3000_3-2,Additional
533,JLPT_Tango_N1_0304,寄せ集める,,"collect,gather",[sound:JLPT_Tango_N1_0304.mp3],落ち葉を掃いて寄せ集めた。,,I raked and collected the fallen leaves,,,,,,,,X,304,N1単語3000_3-2,Main
534,JLPT_Tango_N1_0305,放り込む,,throw in,[sound:JLPT_Tango_N1_0305.mp3],たまった洗濯物を洗濯機に放り込む。,,I threw in the laundry that had piled up into the washing machine,,,,,,,,X,305,N1単語3000_3-2,Main
535,JLPT_Tango_N1_0306-001,放り出す,,throw out/abondon,[sound:JLPT_Tango_N1_0306-001.mp3],1. 不燃ごみをベランダに放り出した。,,① I threw the incombustibles out on the veranda,,,,,,,,X,306,N1単語3000_3-2,Main
536,JLPT_Tango_N1_0306-002,放り出す,,throw out/abondon,[sound:JLPT_Tango_N1_0306-002.mp3],2. 疲れて家事を放り出したくなることがある。,,② I’m so tired that I sometimes want to abandon all of my household chores ,,,,,,,,X,306,N1単語3000_3-2,Main
537,JLPT_Tango_N1_0307,あたふた（する）,,"feverish, in a flurry",[sound:JLPT_Tango_N1_0307.mp3],突然友達が訪ねてきて、あたふたした。,,"A friend suddenly came by, and things got a bit feverish",,,,,,,,X,307,N1単語3000_3-2,Main
538,JLPT_Tango_N1_0308,不意（な）,,unexpected,[sound:JLPT_Tango_N1_0308.mp3],不意な客で、一日の予定が狂ってしまった。,,The day’s schedule was ruined due to an unexpected guest,,,,,,,,X,308,N1単語3000_3-2,Main
539,JLPT_Tango_N1_0308-011,不意打ち,,hit unexpectedly,[sound:JLPT_Tango_N1_0308-011.mp3],,,,,,,,,,,,308.1,N1単語3000_3-2,Additional
540,JLPT_Tango_N1_0309,さらう,,scoop,[sound:JLPT_Tango_N1_0309.mp3],庭の池のごみをさらって捨てる。,,Scoop out the garbage in the pond in the yard and throw it away ,,,,,,,,X,309,N1単語3000_3-2,Main
541,JLPT_Tango_N1_0310,ごしごし「と」,,scrub,[sound:JLPT_Tango_N1_0310.mp3],お風呂の床をごしごしと磨く。,,Scrub the bathroom flour ,,,,,,,,X,310,N1単語3000_3-2,Main
542,JLPT_Tango_N1_0311-001,跳ねる,,splash/jump,[sound:JLPT_Tango_N1_0311-001.mp3],1. 天ぷらを揚げていたら、油がはねた。,,① The oil splashed while frying tempura ,,,,,,,,X,311,N1単語3000_3-2,Main
543,JLPT_Tango_N1_0311-002,跳ねる,,splash/jump,[sound:JLPT_Tango_N1_0311-002.mp3],2. 釣ったばかりのさかなが元気に跳ねている。,,② The freshly caught fish was jumping around,,,,,,,,X,311,N1単語3000_3-2,Main
544,JLPT_Tango_N1_0312,引きずる,,drag,[sound:JLPT_Tango_N1_0312.mp3],ソファーを引きずってどかし、掃除した。,,I dragged the sofa away to clean it ,,,,,,,,X,312,N1単語3000_3-2,Main
545,JLPT_Tango_N1_0313,圧縮（する）,,compress,[sound:JLPT_Tango_N1_0313.mp3],布団を干し終えたら、圧縮して押し入れに入れる。,,I compressed the futon after drying it in the sun to put it away in the closet,,,,,,,,X,313,N1単語3000_3-2,Main
546,JLPT_Tango_N1_0313-011,圧縮袋,,vacuum bag,[sound:JLPT_Tango_N1_0313-011.mp3],,,,,,,,,,,,313.1,N1単語3000_3-2,Additional
547,JLPT_Tango_N1_0314,見当たる,,find,[sound:JLPT_Tango_N1_0314.mp3],圧縮袋が見当たらない。どこに置いたのだろう。,,I can’t find vacuum bag. Where did I leave it? ,,,,,,,,X,314,N1単語3000_3-2,Main
548,JLPT_Tango_N1_0315,ぼやく,,grumble,[sound:JLPT_Tango_N1_0315.mp3],妻は育児が大変だとぼやく。,,My wive grumbles that raising a child is a lot of work ,,,,,,,,X,315,N1単語3000_3-2,Main
549,JLPT_Tango_N1_0315-011,愚痴る,,complain,[sound:JLPT_Tango_N1_0315-011.mp3],,,,,,,,,,,,315.1,N1単語3000_3-2,Additional
550,JLPT_Tango_N1_0315-012,こぼす,,spill,[sound:JLPT_Tango_N1_0315-012.mp3],,,,,,,,,,,,315.2,N1単語3000_3-2,Additional
551,JLPT_Tango_N1_0316,しぶしぶ,,gradgingly,[sound:JLPT_Tango_N1_0316.mp3],夫がしぶしぶ家事を手伝ってくれる。,,My husband grudgingly helps around the house ,,,,,,,,X,316,N1単語3000_3-2,Main
552,JLPT_Tango_N1_0317,おっくうな,,a hassle,[sound:JLPT_Tango_N1_0317.mp3],疲れていて、お湯を沸かすのもおっくうだ。,,I’m so tired it’s a hassle just to boil water ,,,,,,,,X,317,N1単語3000_3-2,Main
553,JLPT_Tango_N1_0318,フィルター,,filter,[sound:JLPT_Tango_N1_0318.mp3],エアコンのフイルタ一を掃除しないといけない。,,I have to clean the airconditioner filter ,,,,,,,,X,318,N1単語3000_3-2,Main
554,JLPT_Tango_N1_0319,丹念な,,careful,[sound:JLPT_Tango_N1_0319.mp3],年末には時間をかけて丹念に掃除する。,,I take the time to clean the house at year’s end ,,,,,,,,X,319,N1単語3000_3-2,Main
555,JLPT_Tango_N1_0320,雑な,,crude,[sound:JLPT_Tango_N1_0320.mp3],夫の掃除は雑で困る。,,My husband’s way of cleaning is so crude,,,,,,,,X,320,N1単語3000_3-2,Main
556,JLPT_Tango_N1_0321,一苦労（する）,,a pain,[sound:JLPT_Tango_N1_0321.mp3],換気扇の掃除は一苦労だ。,,It’s a pain to clean the ventilating fan ,,,,,,,,X,321,N1単語3000_3-2,Main
557,JLPT_Tango_N1_0322,退治 （する）,,riddance,[sound:JLPT_Tango_N1_0322.mp3],家が古いので、虫の退治も欠かせない。,,"The house is old, so getting rid of insects is imperative",,,,,,,,X,322,N1単語3000_3-2,Main
558,JLPT_Tango_N1_0323-001,始末（する）,,get rid of/end up ,[sound:JLPT_Tango_N1_0323-001.mp3],1. 壊れた洗濯機を始末した。,,① I got rid of the broken washing machine,,,,,,,,X,323,N1単語3000_3-2,Main
559,JLPT_Tango_N1_0323-002,始末（する）,,get rid of/end up ,[sound:JLPT_Tango_N1_0323-002.mp3],2. 最近忙しくて、うっかり夕食のご飯を炊き忘れる始末だ。,,"② Recently, I have been so busy that one day I even forgot to cook rice for supper",,,,,,,,X,323,N1単語3000_3-2,Main
560,JLPT_Tango_N1_0324,びっしょり「と」,,soaking wet,[sound:JLPT_Tango_N1_0324.mp3],暑い日に掃除をしたら、びっしょりと汗をかいた。,,I was covered in sweat when I did the cleaning on a hot day ,,,,,,,,X,324,N1単語3000_3-2,Main
561,JLPT_Tango_N1_0325,手順,,procedure,[sound:JLPT_Tango_N1_0325.mp3],手順よく料理を5品作った。,,I cooked efficiently five dishes ,,,,,,,,X,325,N1単語3000_3-3,Main
562,JLPT_Tango_N1_0326,香辛料,,spices,[sound:JLPT_Tango_N1_0326.mp3],最近は海外の香辛料もよく使っている。,,"Recently, I have been using a lot of spices from other countries",,,,,,,,X,326,N1単語3000_3-3,Main
563,JLPT_Tango_N1_0326-011,スパイス,,spice,[sound:JLPT_Tango_N1_0326-011.mp3],,,,,,,,,,,,326.1,N1単語3000_3-3,Additional
564,JLPT_Tango_N1_0327,シール,,seal,[sound:JLPT_Tango_N1_0327.mp3],調味料に賞味期限を書いたシールを貼っておく。,,327 place a sticker indicating the expiration date on the seasoning ,,,,,,,,X,327,N1単語3000_3-3,Main
565,JLPT_Tango_N1_0327-011,ラベル,,label,[sound:JLPT_Tango_N1_0327-011.mp3],,,,,,,,,,,,327.1,N1単語3000_3-3,Additional
566,JLPT_Tango_N1_0328,吟味（する）,,carefully select,[sound:JLPT_Tango_N1_0328.mp3],材料を吟味した料理は、やはりおいしい。,,Dishes made from carefully selected ingredients are tasty ,,,,,,,,X,328,N1単語3000_3-3,Main
