Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Digital Sort,4 Digit Sort,Vocab-Audio,Sent/Vocab-English
JLPT_Tango_N5_0267-05,五個,五個[ごこ],5 Small Objects,[sound:JLPT_Tango_N5_0267-05.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.05,0267-05,JLPT_Tango_N5_0267-05.mp3,<b>5 Small Objects</b>
JLPT_Tango_N5_0267-06,六個,六個[ろっこ],6 Small Objects,[sound:JLPT_Tango_N5_0267-06.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.06,0267-06,JLPT_Tango_N5_0267-06.mp3,<b>6 Small Objects</b>
JLPT_Tango_N5_0267-07,七個,七個[ななこ],7 Small Objects,[sound:JLPT_Tango_N5_0267-07.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.07,0267-07,JLPT_Tango_N5_0267-07.mp3,<b>7 Small Objects</b>
JLPT_Tango_N5_0267-08,八個,八[はっ]個[こ],8 Small Objects,[sound:JLPT_Tango_N5_0267-08.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.08,0267-08,JLPT_Tango_N5_0267-08.mp3,<b>8 Small Objects</b>
JLPT_Tango_N5_0267-09,九個,九個[きゅうこ],9 Small Objects,[sound:JLPT_Tango_N5_0267-09.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.09,0267-09,JLPT_Tango_N5_0267-09.mp3,<b>9 Small Objects</b>
JLPT_Tango_N5_0267-10,十個,十個[じゅっこ],10 Small Objects,[sound:JLPT_Tango_N5_0267-10.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,267.1,0267-10,JLPT_Tango_N5_0267-10.mp3,<b>10 Small Objects</b>
JLPT_Tango_N5_0268,何台,何[なん] 台[だい],How Many (Machines and Vehicles),[sound:JLPT_Tango_N5_0268.mp3],A 「パソコンが<b>何台</b>ありますか。」 -- B 「２台あります。」,A「パソコンが <b>何[なん] 台[だい]</b>ありますか。」 -- B「 ２[に] 台[だい]あります。」,A. How many computers are there? -- B. There are 2 of them.,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,X,268,0268,JLPT_Tango_N5_0268.mp3,<b>How Many (Machines and Vehicles)</b><div>A. How many computers are there?</div><div>B. There are 2 of them.</div>
JLPT_Tango_N5_0269-01,一台,一台[いちだい],1 Machine or Vehicle,[sound:JLPT_Tango_N5_0269-01.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.01,0269-01,JLPT_Tango_N5_0269-01.mp3,<b>1 Machine or Vehicle</b>
JLPT_Tango_N5_0269-02,二台,二台[にだい],2 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-02.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.02,0269-02,JLPT_Tango_N5_0269-02.mp3,<b>2 Machines or Vehicles</b>
JLPT_Tango_N5_0269-03,三台,三台[さんだい],3 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-03.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.03,0269-03,JLPT_Tango_N5_0269-03.mp3,<b>3 Machines or Vehicles</b>
JLPT_Tango_N5_0269-04,四台,四台[よんだい],4 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-04.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.04,0269-04,JLPT_Tango_N5_0269-04.mp3,<b>4 Machines or Vehicles</b>
JLPT_Tango_N5_0269-05,五台,五台[ごだい],5 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-05.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.05,0269-05,JLPT_Tango_N5_0269-05.mp3,<b>5 Machines or Vehicles</b>
JLPT_Tango_N5_0269-06,六台,六台[ろくだい],6 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-06.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.06,0269-06,JLPT_Tango_N5_0269-06.mp3,<b>6 Machines or Vehicles</b>
JLPT_Tango_N5_0269-07,七台,七台[ななだい],7 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-07.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.07,0269-07,JLPT_Tango_N5_0269-07.mp3,<b>7 Machines or Vehicles</b>
JLPT_Tango_N5_0269-08,八台,八台[はちだい],8 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-08.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.08,0269-08,JLPT_Tango_N5_0269-08.mp3,<b>8 Machines or Vehicles</b>
JLPT_Tango_N5_0269-09,九台,九台[きゅうだい],9 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-09.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.09,0269-09,JLPT_Tango_N5_0269-09.mp3,<b>9 Machines or Vehicles</b>
JLPT_Tango_N5_0269-10,十台,十台[じゅうだい],10 Machines or Vehicles,[sound:JLPT_Tango_N5_0269-10.mp3],,,,,,,,Ch 03 - 仕事,Sect 04 - 何個ありますか。,,269.1,0269-10,JLPT_Tango_N5_0269-10.mp3,<b>10 Machines or Vehicles</b>
JLPT_Tango_N5_0270,何時,何[なん] 時[じ],What Time,[sound:JLPT_Tango_N5_0270.mp3],A 「<b>何時</b>ですか。」 -- B 「３時です。」,A「 <b>何[なん] 時[じ]</b>ですか。」 -- B「３ 時[じ]です。」,A. What time is it? -- B. It's 3 o'clock.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,270,0270,JLPT_Tango_N5_0270.mp3,<b>What Time</b><div>A. What time is it?</div><div>B. It's 3 o'clock.</div>
JLPT_Tango_N5_0271,何分,何[なん] 分[ぷん],What Minute,[sound:JLPT_Tango_N5_0271.mp3],A 「何時<b>何分</b>ですか。」 -- B 「６時２０分です。」,A「 何[なん] 時[じ] <b>何[なん] 分[ぷん]</b>ですか。」 -- B「 ６[ろく] 時[じ]２０ 分[ぷん]です。」,A. What time is it exactly? -- B. It's 6:20.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,271,0271,JLPT_Tango_N5_0271.mp3,<b>What Time (Exact)</b><div>A. What time is it exactly?</div><div>B. It's 6:20.</div>
JLPT_Tango_N5_0272-01,１時,１[いち] 時[じ],1 o'clock,[sound:JLPT_Tango_N5_0272-01.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.01,0272-01,JLPT_Tango_N5_0272-01.mp3,<b>1 o'clock</b>
JLPT_Tango_N5_0272-02,２時,２[に] 時[じ],2 o'clock,[sound:JLPT_Tango_N5_0272-02.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.02,0272-02,JLPT_Tango_N5_0272-02.mp3,<b>2 o'clock</b>
JLPT_Tango_N5_0272-03,３時,３[さん] 時[じ],3 o'clock,[sound:JLPT_Tango_N5_0272-03.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.03,0272-03,JLPT_Tango_N5_0272-03.mp3,<b>3 o'clock</b>
JLPT_Tango_N5_0272-04,４時,４[よ] 時[じ],4 o'clock,[sound:JLPT_Tango_N5_0272-04.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.04,0272-04,JLPT_Tango_N5_0272-04.mp3,<b>4 o'clock</b>
JLPT_Tango_N5_0272-05,５時,５[ご] 時[じ],5 o'clock,[sound:JLPT_Tango_N5_0272-05.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.05,0272-05,JLPT_Tango_N5_0272-05.mp3,<b>5 o'clock</b>
JLPT_Tango_N5_0272-06,６時,６[ろく] 時[じ],6 o'clock,[sound:JLPT_Tango_N5_0272-06.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.06,0272-06,JLPT_Tango_N5_0272-06.mp3,<b>6 o'clock</b>
JLPT_Tango_N5_0272-07,７時,７[しち] 時[じ],7 o'clock,[sound:JLPT_Tango_N5_0272-07.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.07,0272-07,JLPT_Tango_N5_0272-07.mp3,<b>7 o'clock</b>
JLPT_Tango_N5_0272-08,８時,８[はち] 時[じ],8 o'clock,[sound:JLPT_Tango_N5_0272-08.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.08,0272-08,JLPT_Tango_N5_0272-08.mp3,<b>8 o'clock</b>
JLPT_Tango_N5_0272-09,９時,９[く] 時[じ],9 o'clock,[sound:JLPT_Tango_N5_0272-09.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.09,0272-09,JLPT_Tango_N5_0272-09.mp3,<b>9 o'clock</b>
JLPT_Tango_N5_0272-10,１０時,１０[じゅう] 時[じ],10 o'clock,[sound:JLPT_Tango_N5_0272-10.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.1,0272-10,JLPT_Tango_N5_0272-10.mp3,<b>10 o'clock</b>
JLPT_Tango_N5_0272-11,１１時,１１[じゅういち] 時[じ],11 o'clock,[sound:JLPT_Tango_N5_0272-11.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.11,0272-11,JLPT_Tango_N5_0272-11.mp3,<b>11 o'clock</b>
JLPT_Tango_N5_0272-12,１２時,１２[じゅうに] 時[じ],12 o'clock,[sound:JLPT_Tango_N5_0272-12.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,272.12,0272-12,JLPT_Tango_N5_0272-12.mp3,<b>12 o'clock</b>
JLPT_Tango_N5_0273-01,１分,１分[いっぷん],1 minute,[sound:JLPT_Tango_N5_0273-01.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.01,0273-01,JLPT_Tango_N5_0273-01.mp3,<b>1 minute</b>
JLPT_Tango_N5_0273-02,２分,２分[にふん],2 minutes,[sound:JLPT_Tango_N5_0273-02.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.02,0273-02,JLPT_Tango_N5_0273-02.mp3,<b>2 minutes</b>
JLPT_Tango_N5_0273-03,３分,３分[さんぷん],3 minutes,[sound:JLPT_Tango_N5_0273-03.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.03,0273-03,JLPT_Tango_N5_0273-03.mp3,<b>3 minutes</b>
JLPT_Tango_N5_0273-04,４分,４分[よんぷん],4 minutes,[sound:JLPT_Tango_N5_0273-04.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.04,0273-04,JLPT_Tango_N5_0273-04.mp3,<b>4 minutes</b>
JLPT_Tango_N5_0273-05,５分,５分[ごふん],5 minutes,[sound:JLPT_Tango_N5_0273-05.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.05,0273-05,JLPT_Tango_N5_0273-05.mp3,<b>5 minutes</b>
JLPT_Tango_N5_0273-06,６分,６分[ろっぷん],6 minutes,[sound:JLPT_Tango_N5_0273-06.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.06,0273-06,JLPT_Tango_N5_0273-06.mp3,<b>6 minutes</b>
JLPT_Tango_N5_0273-07,７分,７分[ななふん],7 minutes,[sound:JLPT_Tango_N5_0273-07.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.07,0273-07,JLPT_Tango_N5_0273-07.mp3,<b>7 minutes</b>
JLPT_Tango_N5_0273-08,８分,８分[はち/はっぷん],8 minutes,[sound:JLPT_Tango_N5_0273-08.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.08,0273-08,JLPT_Tango_N5_0273-08.mp3,<b>8 minutes</b>
JLPT_Tango_N5_0273-09,９分,９分[きゅうふん],9 minutes,[sound:JLPT_Tango_N5_0273-09.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.09,0273-09,JLPT_Tango_N5_0273-09.mp3,<b>9 minutes</b>
JLPT_Tango_N5_0273-10,１０分,１０分[じゅっぷん],10 minutes,[sound:JLPT_Tango_N5_0273-10.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.1,0273-10,JLPT_Tango_N5_0273-10.mp3,<b>10 minutes</b>
JLPT_Tango_N5_0273-11,１１分,１１分[じゅういっぷん],11 minutes,[sound:JLPT_Tango_N5_0273-11.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.11,0273-11,JLPT_Tango_N5_0273-11.mp3,<b>11 minutes</b>
JLPT_Tango_N5_0273-12,１２分,１２分[じゅうにふん],12 minutes,[sound:JLPT_Tango_N5_0273-12.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.12,0273-12,JLPT_Tango_N5_0273-12.mp3,<b>12 minutes</b>
JLPT_Tango_N5_0273-13,１５分,１５分[じゅうごふん],15 minutes,[sound:JLPT_Tango_N5_0273-13.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.13,0273-13,JLPT_Tango_N5_0273-13.mp3,<b>15 minutes</b>
JLPT_Tango_N5_0273-14,２０分,２０分[にじゅっぷん],20 minutes,[sound:JLPT_Tango_N5_0273-14.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.14,0273-14,JLPT_Tango_N5_0273-14.mp3,<b>20 minutes</b>
JLPT_Tango_N5_0273-15,３０分,３０分[さんじゅっぷん],30 minutes,[sound:JLPT_Tango_N5_0273-15.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.15,0273-15,JLPT_Tango_N5_0273-15.mp3,<b>30 minutes</b>
JLPT_Tango_N5_0273-16,４０分,４０分[よんじゅっぷん],40 minutes,[sound:JLPT_Tango_N5_0273-16.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.16,0273-16,JLPT_Tango_N5_0273-16.mp3,<b>40 minutes</b>
JLPT_Tango_N5_0273-17,４５分,４５分[よんじゅうごふん],45 minutes,[sound:JLPT_Tango_N5_0273-17.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.17,0273-17,JLPT_Tango_N5_0273-17.mp3,<b>40 minutes</b>
JLPT_Tango_N5_0273-18,５０分,５０分[ごじゅっぷん],50 minutes,[sound:JLPT_Tango_N5_0273-18.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,273.18,0273-18,JLPT_Tango_N5_0273-18.mp3,<b>50 minutes</b>
JLPT_Tango_N5_0274,半,半[はん],"30 mnutes, half an hour",[sound:JLPT_Tango_N5_0274.mp3],,,,,,,,Ch 03 - 仕事,Sect 05 - 時間,,274,0274,JLPT_Tango_N5_0274.mp3,<b>Half Past (ex. 5:30 - ５時半)</b>
JLPT_Tango_N5_0275,～ごろ,～ごろ,Around,[sound:JLPT_Tango_N5_0275.mp3],８時４０分<b>ごろ</b>学校へ行きます。,８[はち] 時[じ]４０分[よんじゅっぷん]<b>ごろ</b> 学校[がっこう]へ 行[い]きます。,I go to school around 8:40AM.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,275,0275,JLPT_Tango_N5_0275.mp3,<b>～ごろ - Around</b><div>I go to school around 8:40AM.</div>
JLPT_Tango_N5_0276,ごぜん,ごぜん,A.M.,[sound:JLPT_Tango_N5_0276.mp3],<b>ごぜん</b>１時です。,<b>ごぜん</b>１[いち] 時[じ]です。,It's 1:00A.M.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,276,0276,JLPT_Tango_N5_0276.mp3,<b>A.M.</b><div>It's 1:00A.M.</div>
JLPT_Tango_N5_0277,ごご,ごご,P.M.,[sound:JLPT_Tango_N5_0277.mp3],<b>ごご</b>７時です。,<b>ごご</b>７[しち] 時[じ]です。,It's 7:00P.M.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,277,0277,JLPT_Tango_N5_0277.mp3,<div><b>P.M.</b></div>It's 7:00P.M.
JLPT_Tango_N5_0278,いま,いま,Now,[sound:JLPT_Tango_N5_0278.mp3],A 「<b>いま</b>、何時ですか。」 -- B 「２時半です。」,A「<b>いま</b>、 何[なん] 時[じ]ですか。」 -- B「２[に] 時半[じはん]です。」,A. What time is it now? -- B. It's 2:30.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,278,0278,JLPT_Tango_N5_0278.mp3,<b>Now</b><div>A. What time is it now?</div><div>B. It's 2:30.</div>
JLPT_Tango_N5_0279,～ぐらい,～ぐらい,About,[sound:JLPT_Tango_N5_0279.mp3],３０分<b>ぐらい</b>休みましょう。,３０分[さんじゅっぷん]<b>ぐらい</b> 休[やす]みましょう。,Let's rest for about 30 minutes.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,279,0279,JLPT_Tango_N5_0279.mp3,<b>～ぐらい - About</b><div>Let's rest for about 30 minutes.</div>
JLPT_Tango_N5_0280,～時間,～時間[じかん],Hours,[sound:JLPT_Tango_N5_0280.mp3],きのう、１<b>時間</b>べんきょうしました。,きのう、 １[いち]<b>時間[じかん]</b>べんきょうしました。,I studied for an hour yesterday.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,280,0280,JLPT_Tango_N5_0280.mp3,<b>～時間 - Hours</b><div>I studied for an hour yesterday.</div>
JLPT_Tango_N5_0281,何時間,何[なん] 時間[じかん],How Many Hours?,[sound:JLPT_Tango_N5_0281.mp3],A 「まいにち、<b>何時間</b>はたらきますか。」 -- B 「８時間はたらきます。」,A「まいにち、 <b>何[なん] 時間[じかん]</b>はたらきますか。」 -- B「 ８[はち] 時間[じかん]はたらきます。」,A. How many hours do you work every day? -- B. I work 8 hours.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,281,0281,JLPT_Tango_N5_0281.mp3,<b>How Many Hours?</b><div>A. How many hours do you work every day?</div><div>B. I work 8 hours.</div>
JLPT_Tango_N5_0282,～から,～から,From,[sound:JLPT_Tango_N5_0282.mp3],学校は８時<b>から</b>です。,学校[がっこう]は８ 時[じ]<b>から</b>です。,School is from 8 o'clock.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,282,0282,JLPT_Tango_N5_0282.mp3,<b>～から - From</b><div>School is from 8 o'clock.</div>
JLPT_Tango_N5_0283,～まで,～まで,Up To / Until,[sound:JLPT_Tango_N5_0283.mp3],かいしゃは９時から５時<b>まで</b>です。,かいしゃは ９[く] 時[じ]から５ 時[じ]<b>まで</b>です。,I work at the office from 9A.M. to 5P.M.,,,,,Ch 03 - 仕事,Sect 05 - 時間,X,283,0283,JLPT_Tango_N5_0283.mp3,<b>～まで - Up To / Until</b><div>I work at the office from 9A.M. to 5P.M.</div>
JLPT_Tango_N5_0284,友だち,友[とも]だち,Friend,[sound:JLPT_Tango_N5_0284.mp3],<b>友だち</b>と横浜へ行きます。,<b>友[とも]だち</b>と 横浜[よこはま]へ 行[い]きます。,I will go to Yokohama with my friend.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,284,0284,JLPT_Tango_N5_0284.mp3,<b>Friend</b><div>I will go to Yokohama with my friend.</div>
JLPT_Tango_N5_0285,どんな,どんな,What Kind Of,[sound:JLPT_Tango_N5_0285.mp3],A 「スミスさんは<b>どんな</b>人ですか。」,A「スミスさんは<b>どんな</b> 人[ひと]ですか。」,A. What kind of person is Smith-san?,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,285,0285,JLPT_Tango_N5_0285.mp3,<b>What Kind Of</b><div>A. What kind of person is Smith-san?</div>
JLPT_Tango_N5_0286,人,人[ひと],Person,[sound:JLPT_Tango_N5_0286.mp3],B 「しんせつな<b>人</b>です。」,B「しんせつな <b>人[ひと]</b>です。」,B. He/she is a kind person.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,286,0286,JLPT_Tango_N5_0286.mp3,<b>Person</b><div>B. He/she is a kind person.</div>
JLPT_Tango_N5_0287,しんせつな,しんせつな,Kind,[sound:JLPT_Tango_N5_0287.mp3],スミスさんは<b>しんせつ</b>です。,スミスさんは<b>しんせつ</b>です。,Smith-san is kind.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,287,0287,JLPT_Tango_N5_0287.mp3,<b>しんせつな - Kind</b><div>Smith-san is kind.</div>
JLPT_Tango_N5_0288,みんな,みんな,Everyone,[sound:JLPT_Tango_N5_0288.mp3],友だちは<b>みんな</b>しんせつです。,友[とも]だちは<b>みんな</b>しんせつです。,All my friends are kind.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,288,0288,JLPT_Tango_N5_0288.mp3,<b>Everyone</b><div>All my friends are kind.</div>
JLPT_Tango_N5_0289,元気な,元気[げんき]な,"Energetic, Fine, Happy",[sound:JLPT_Tango_N5_0289.mp3],スミスさんのおばあさんは<b>元気</b>です。,スミスさんのおばあさんは <b>元気[げんき]</b>です。,Smith-san's grandmother is doing fine.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,289,0289,JLPT_Tango_N5_0289.mp3,"<b>元気な - Energetic, Fine, Happy</b><div>Smith-san's grandmother is doing fine.</div>"
JLPT_Tango_N5_0290-01,きれいな,きれいな,"Beautiful, Clean",[sound:JLPT_Tango_N5_0290-01.mp3],① ハインさんは<b>きれいな</b>人です。,① ハインさんは<b>きれいな</b> 人[ひと]です。,1. Hein-san is a beautiful person. ,,,,Beautiful,Ch 04 - 友達,Sect 01 - どんな人？,X,290.1,0290-01,JLPT_Tango_N5_0290-01.mp3,"<b>きれいな - Beautiful, Clean</b><div>1. Hein-san is a beautiful person.</div>"
JLPT_Tango_N5_0290-02,きれいな,きれいな,"Beautiful, Clean",[sound:JLPT_Tango_N5_0290-02.mp3],② この学校は<b>きれい</b>です。,② この 学校[がっこう]は<b>きれい</b>です。,2. This school is clean.,,,,"Clean, Orderly",Ch 04 - 友達,Sect 01 - どんな人？,X,290.2,0290-02,JLPT_Tango_N5_0290-02.mp3,"<b>きれいな - Beautiful, Clean</b><div>2. This school is beautiful.</div>"
JLPT_Tango_N5_0291,ハンサムな,ハンサムな,Handsome,[sound:JLPT_Tango_N5_0291.mp3],ホアンさんは<b>ハンサム</b>です。,ホアンさんは<b>ハンサム</b>です。,Huang-san is handsome.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,291,0291,JLPT_Tango_N5_0291.mp3,<b>ハンサムな - Handsome</b><div>Huang-san is handsome.</div>
JLPT_Tango_N5_0292,かわいい,かわいい,Cute,[sound:JLPT_Tango_N5_0292.mp3],ララちゃんは<b>かわいい</b>です。,ララちゃんは<b>かわいい</b>です。,Lara-chan is cute.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,292,0292,JLPT_Tango_N5_0292.mp3,<b>かわいい - Cute</b><div>Lara-chan is cute.</div>
JLPT_Tango_N5_0293,かっこいい,かっこいい,Cool,[sound:JLPT_Tango_N5_0293.mp3],ジョンさんは<b>かっこいい</b>です。,ジョンさんは<b>かっこいい</b>です。,John-san is cool.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,293,0293,JLPT_Tango_N5_0293.mp3,<b>かっこいい - Cool</b><div>John-san is cool.</div>
JLPT_Tango_N5_0294,あたまがいい,あたまがいい,Intelligent,[sound:JLPT_Tango_N5_0294.mp3],山田さんは<b>あたまがいい</b>です。,山田[やまだ]さんは<b>あたまがいい</b>です。,Yamada-san is intelligent.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,294,0294,JLPT_Tango_N5_0294.mp3,<b>Intelligent</b><div>Yamada-san is intelligent.</div>
JLPT_Tango_N5_0295,やさしい,やさしい,Friendly,[sound:JLPT_Tango_N5_0295.mp3],ハインさんは<b>やさしい</b>です。,ハインさんは<b>やさしい</b>です。,Hein-san is friendly.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,295,0295,JLPT_Tango_N5_0295.mp3,<b>Friendly</b><div>Hein-san is friendly.</div>
JLPT_Tango_N5_0296,ユーモア,ユーモア,Humor,[sound:JLPT_Tango_N5_0296.mp3],山田さんは<b>ユーモア</b>があります。,山田[やまだ]さんは<b>ユーモア</b>があります。,Yamada-san is humorous.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,296,0296,JLPT_Tango_N5_0296.mp3,<b>Humor</b><div>Yamada-san is humorous.</div>
JLPT_Tango_N5_0297,せ,せ,Stature / Height,[sound:JLPT_Tango_N5_0297.mp3],ホアンさんは<b>せ</b>が高いです。,ホアンさんは<b>せ</b>が 高[たか]いです。,Huang-san is tall.,,,,,Ch 04 - 友達,Sect 01 - どんな人？,X,297,0297,JLPT_Tango_N5_0297.mp3,<b>Stature / Height</b><div>Huang-san is tall.</div>
