Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N3_0164,おたま,おたま,ladle,[sound:JLPT_Tango_N3_0164.mp3],おたまでカレーを、よく混ぜてください。,おたまでカレーを、よく 混[ま]ぜてください。,Thoroughly stir the curry with a ladle.,お玉,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0165,しゃもじ,しゃもじ,"rice scoop, wooden spoon",[sound:JLPT_Tango_N3_0165.mp3],このしゃもじは、ごはんがつきにくい。,このしゃもじは、ごはんがつきにくい。,Rice doesn't stick much to this rice scoop.,杓文字,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0166,大さじ,大[おお]さじ,tablespoon,[sound:JLPT_Tango_N3_0166.mp3],まず、砂糖を大さじ２杯いれてください。,まず、 砂糖[さとう]を 大[おお]さじ２ 杯[はい]いれてください。,"First, add two tablespoons of sugar.",大匙,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0166-005,カップ,カップ,"measuring cup, cup",[sound:JLPT_Tango_N3_0166-005.mp3],,,,,,,,related or similar to 大さじ,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0166-006,小さじ,小[こ]さじ,teaspoon,[sound:JLPT_Tango_N3_0166-006.mp3],,,,小匙,,,,related or similar to 大さじ,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0167,炊飯器,炊飯[すいはん] 器[き],rice cooker,[sound:JLPT_Tango_N3_0167.mp3],炊飯器で、ごはんを炊く。,炊飯[すいはん] 器[き]で、ごはんを 炊[た]く。,Cook rice with a rice cooker.,炊飯,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0167-005,炊く,炊[た]く,to cook rice,[sound:JLPT_Tango_N3_0167-005.mp3],,,,焚く,,,,related or similar to 炊飯器,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0168,流し台,流し台[ながしだい],sink,[sound:JLPT_Tango_N3_0168.mp3],この流し台は石でできている。,この 流し台[ながしだい]は 石[いし]でできている。,This sink is made of stone.,,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0169,電子レンジ,電子[でんし]レンジ,microwave,[sound:JLPT_Tango_N3_0169.mp3],電子レンジの「チン」という音が聞こえた。,電子[でんし]レンジの「チン」という 音[おと]が 聞[き]こえた。,I heard the microwave ding.,,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0170,ガスレンジ,ガスレンジ,"gas stove, gas cooker",[sound:JLPT_Tango_N3_0170.mp3],ガスレンジから変な臭いがする。,ガスレンジから 変[へん]な 臭[にお]いがする。,There is a strange smell coming from the gas stove.,,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0171,調味料,調味[ちょうみ] 料[りょう],seasoning,[sound:JLPT_Tango_N3_0171.mp3],台所に調味料が、たくさんある。,台所[だいどころ]に 調味[ちょうみ] 料[りょう]が、たくさんある。,There are a lot of seasonings in the kitchen.,調味,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0171-005,酢,酢[す],vinegar,[sound:JLPT_Tango_N3_0171-005.mp3],,,,,,,,related or similar to 調味料,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0171-006,こしょう,こしょう,pepper,[sound:JLPT_Tango_N3_0171-006.mp3],,,,,,,,related or similar to 調味料,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0172,サラダ油,サラダ油[あぶら],salad oil,[sound:JLPT_Tango_N3_0172.mp3],サラダ油を買って来るのを忘れた。,サラダ油[あぶら]を 買[か]って 来[く]るのを 忘[わす]れた。,I forgot to go and buy salad oil.,油,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0172-005,サラダオイル,サラダオイル,salad oil,[sound:JLPT_Tango_N3_0172-005.mp3],,,,,,,,same meaning as サラダ油,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0173,食品,食品[しょくひん],"food, food products",[sound:JLPT_Tango_N3_0173.mp3],食品は近所のスーパーで買う。,食品[しょくひん]は 近所[きんじょ]のスーパーで 買[か]う。,I buy my food at the local supermarket.,,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0173-005,レトルト食品,レトルト 食品[しょくひん],"retort pouch, food packed in sealed plastic pouch",[sound:JLPT_Tango_N3_0173-005.mp3],,,,レトルト-retort,,,,related or similar to 食品,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0173-006,インスタント食品,インスタント 食品[しょくひん],instant food,[sound:JLPT_Tango_N3_0173-006.mp3],,,,,,,,related or similar to 食品,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0173-007,食料品,食料[しょくりょう] 品[ひん],"food, food products",[sound:JLPT_Tango_N3_0173-007.mp3],,,,,,,,same meaning as 食品,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0174,切らす,切[き]らす,"to run out of, to use up",[sound:JLPT_Tango_N3_0174.mp3],しょうゆを切らしたので、コンビニ買いに行った。,しょうゆを 切[き]らしたので、コンビニ 買[か]いに 行[い]った。,"I ran out of soy sauce, so I went to buy some at the convenience store.",,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0174-005,（~が）　切れる,（~が）　 切[き]れる,"to be out of, to be used up",[sound:JLPT_Tango_N3_0174-005.mp3],,,,,,,,related or similar to 切らす,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0175,くさる,くさる,"to spoil, to go bad",[sound:JLPT_Tango_N3_0175.mp3],冷蔵庫の牛乳が、くさっていた。,冷蔵庫[れいぞうこ]の 牛乳[ぎゅうにゅう]が、くさっていた。,The milk in the fridge went bad.,,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0176,アルミホイル,アルミホイル,aluminium foil,[sound:JLPT_Tango_N3_0176.mp3],アルミホイルで包んで、魚を焼く。,アルミホイルで 包[つつ]んで、 魚[さかな]を 焼[や]く。,Wrap the fish in aluminium foil and bake it.,アルミホイル-aluminium foil,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0177,ラップ＜する＞,ラップ＜する＞,plastic wrap,[sound:JLPT_Tango_N3_0177.mp3],残ったものはラップして、冷蔵庫に入れておく。,残[のこ]ったものはラップして、 冷蔵庫[れいぞうこ]に 入[い]れておく。,Wrap the leftovers and put them in the refrigerator.,ラップ-wrap,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0178,おしぼり,おしぼり,"hot towel, moistened hand towel",[sound:JLPT_Tango_N3_0178.mp3],かにを食べるときは、おしぼりが必要だ。,かにを 食[た]べるときは、おしぼりが 必要[ひつよう]だ。,"When eating crab, you need a wet towel.",御絞り,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0179,食器,食器[しょっき],"tableware, dinnerware",[sound:JLPT_Tango_N3_0179.mp3],クリスマスの料理に合う食器を選ぶ。,クリスマスの 料理[りょうり]に 合[あ]う 食器[しょっき]を 選[えら]ぶ。,I'm going to pick out some tableware that goes with Christmas food.,,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0180,茶わん,茶[ちゃ]わん,"bowl, rice bowl, teacup",[sound:JLPT_Tango_N3_0180.mp3],一人暮らしのために、新しい茶わんを買った。,一人暮[ひとりぐ]らしのために、 新[あたら]しい 茶[ちゃ]わんを 買[か]った。,I bought a new rice bowl since I'm going to live on my own now.,茶碗,,,,"湯のみ is used when drinking tea. 茶わん is a utensil that is used for rice, tea and various other things.",Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0180-005,湯のみ,湯[ゆ]のみ,teacup,[sound:JLPT_Tango_N3_0180-005.mp3],,,,湯飲み,,,,"related or similar to 茶わん<div>湯のみ is used when drinking tea. 茶わん is a utensil that is used for rice, tea and various other things.</div>",Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,
JLPT_Tango_N3_0181,グラス,グラス,glass,[sound:JLPT_Tango_N3_0181.mp3],ビールを飲むグラスは、どれがいいですか。,ビールを 飲[の]むグラスは、どれがいいですか。,Which glass is good for drinking beer?,ガラス-glass,,,,,Ch 02 - 毎日の暮らし①,Sect 03 - 料理の道具と材料,X
JLPT_Tango_N3_0182,刻む,刻[きざ]む,to finely cut,[sound:JLPT_Tango_N3_0182.mp3],野菜を細かく刻みます。,野菜[やさい]を 細[こま]かく 刻[きざ]みます。,Finely cut the vegetables.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0183,（たまごを）わる,（たまごを）わる,"to break, to crack (an egg)",[sound:JLPT_Tango_N3_0183.mp3],卵を３つ、割ってください。,卵[たまご]を ３[みっ]つ、 割[わ]ってください。,Please crack three eggs.,割れる,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0184,むく,むく,to peel,[sound:JLPT_Tango_N3_0184.mp3],じゃがいもの皮をむいたら、小さく切ります。,じゃがいもの 皮[かわ]をむいたら、 小[ちい]さく 切[き]ります。,"After you peel the potato, cut it into small pieces.",,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0185,加える,加[くわ]える,to add,[sound:JLPT_Tango_N3_0185.mp3],なべに水を２００ミリリットル加えます。,なべに 水[みず]を２００[にひゃく]ミリリットル 加[くわ]えます。,Add 200 milliliteers of water to the pot.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0186,少々,少々[しょうしょう],a little,[sound:JLPT_Tango_N3_0186.mp3],塩とこしょうを少々入れます。,塩[しお]とこしょうを 少々[しょうしょう] 入[い]れます。,Add a little salt and pepper.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0187,揚げる,揚[あ]げる,to fry,[sound:JLPT_Tango_N3_0187.mp3],１８０度の油で、しっかり揚げます。,１８０[ひゃくはちじゅう] 度[ど]の 油[あぶら]で、しっかり 揚[あ]げます。,Fry it thoroughly in oil at 180 degrees.,上げる,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0188,煮る,煮[に]る,"to cook, to stew",[sound:JLPT_Tango_N3_0188.mp3],なべにふたをして、３０分煮てください。,なべにふたをして、３０[さんじゅう] 分[ぶん] 煮[に]てください。,Put a lid on the pot and cook it for 30 minutes.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0189,ゆでる,ゆでる,to boil,[sound:JLPT_Tango_N3_0189.mp3],お湯に塩を入れて、ゆでます。,お 湯[ゆ]に 塩[しお]を 入[い]れて、ゆでます。,Add salt to the hot water and boil it.,茹でる,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0190,蒸す,蒸[む]す,to steam,[sound:JLPT_Tango_N3_0190.mp3],電子レンジで、野菜を蒸します。,電子[でんし]レンジで、 野菜[やさい]を 蒸[む]します。,Boil the vegetables in the microwave.,蒸かす,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0191,くるむ,くるむ,to wrap,[sound:JLPT_Tango_N3_0191.mp3],さくらの葉で、材料をくるみます。,さくらの 葉[は]で、 材料[ざいりょう]をくるみます。,Wrap the ingredients with cherry blossom leaves.,包む,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0191-005,包む,包[つつ]む,to wrap,[sound:JLPT_Tango_N3_0191-005.mp3],,,,,,,,related or similar to くるむ,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,
JLPT_Tango_N3_0192,にぎる,にぎる,"to squeeze with one's hands, to grasp",[sound:JLPT_Tango_N3_0192.mp3],ごはんに梅干しを入れて、にぎります。,ごはんに 梅干[うめぼ]しを 入[い]れて、にぎります。,Put an umeboshi in the rice and shape it with your hands.,握る,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0192-005,おむすび,おむすび,rice ball,[sound:JLPT_Tango_N3_0192-005.mp3],,,,御結び,,,,related or similar to にぎる,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,
JLPT_Tango_N3_0192-006,おにぎり,おにぎり,rice ball,[sound:JLPT_Tango_N3_0192-006.mp3],,,,,,,,related or similar to にぎる,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,
JLPT_Tango_N3_0193,熱する,熱[ねつ]する,to heat,[sound:JLPT_Tango_N3_0193.mp3],フライパンで、５分くらい熱してください。,フライパンで、５ 分[ふん]くらい 熱[ねっ]してください。,Heat it in a frying pan for about five minutes.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0193-005,加熱する,加熱[かねつ]する,to heat,[sound:JLPT_Tango_N3_0193-005.mp3],,,,加熱,,,,same meaning as 熱する,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,
JLPT_Tango_N3_0194,こげる,こげる,to burn,[sound:JLPT_Tango_N3_0194.mp3],焼きすぎて、魚がこげてしまいました。,焼[や]きすぎて、 魚[さかな]がこげてしまいました。,I overcooked the fish and burned it.,焦げる,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0195,取り出す,取り出[とりだ]す,to take out,[sound:JLPT_Tango_N3_0195.mp3],電子レンジから、温めた野菜を取り出します。,電子[でんし]レンジから、 温[あたた]めた 野菜[やさい]を 取り出[とりだ]しま,Take the heated vegetables out of the microwave.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0196,塗る,塗[ぬ]る,to spread,[sound:JLPT_Tango_N3_0196.mp3],パンにバターを塗ります。,パンにバターを 塗[ぬ]ります。,Spread butter on the bread.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0197,温める,温[あたた]める,"to warm, to heat (up)",[sound:JLPT_Tango_N3_0197.mp3],これは、このままでも温めても、おいしいです。,これは、このままでも 温[あたた]めても、おいしいです。,"This is delicious as it is, or heated up.",,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0198,冷やす,冷[ひ]やす,"to chill, to cool",[sound:JLPT_Tango_N3_0198.mp3],この料理は冷やしても、おいしいです。,この 料理[りょうり]は 冷[ひ]やしても、おいしいです。,This dish is delicious also when it's chilled.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0199,ぬるい,ぬるい,"tepid, lukewarm",[sound:JLPT_Tango_N3_0199.mp3],ぬるいコーヒーは、おいしくないです。,ぬるいコーヒーは、おいしくないです。,Tepid coffee doesn't taste good.,温い,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0200,水分,水分[すいぶん],"moisture, fluid",[sound:JLPT_Tango_N3_0200.mp3],この野菜は水分が多いですね。,この 野菜[やさい]は 水分[すいぶん]が 多[おお]いですね。,These vegetables have a high water content.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0201,沸かす,沸[わ]かす,to boil (water),[sound:JLPT_Tango_N3_0201.mp3],そこのやかんで、お湯を沸かしてください。,そこのやかんで、お 湯[ゆ]を 沸[わ]かしてください。,Please boil water in the kettle over there.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
JLPT_Tango_N3_0201-005,（~が）沸く,（~が） 沸[わ]く,to be boiled,[sound:JLPT_Tango_N3_0201-005.mp3],,,,,,,,related or similar to 沸かす,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,
JLPT_Tango_N3_0202,注ぐ,注[そそ]ぐ,to pour,[sound:JLPT_Tango_N3_0202.mp3],お湯をカップに注ぎ、３分待ちます。,お 湯[ゆ]をカップに 注[そそ]ぎ、３ 分[ぶん] 待[ま]ちます。,Pour the hot water into the cup and wait three minutes.,,,,,,Ch 02 - 毎日の暮らし①,Sect 04 - 料理の作り方,X
