Tango Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Chap Sort,Tag
JLPT_Tango_N2_0470,直線,直線[ちょくせん],Straight Line,[sound:JLPT_Tango_N2_0470.mp3],直線の道では車がスピードを出しがちだ。,直線[ちょくせん]の道[みち]では車[くるま]がスピードを出[だ]しがちだ。,Cars tend to speed up on straight roads.,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 04 - 交通,X,20,Sentence
JLPT_Tango_N2_0471,なだらかな,なだらかな,"Smooth, Fluent",[sound:JLPT_Tango_N2_0471.mp3],事故現場はなだらかなカーブだった。,事故[じこ]現場[げんば]はなだらかなカーブだった。,The scene of the accident was a gentle curb.,,,,,,Ch 04 - 町,Sect 04 - 交通,X,21,Sentence
JLPT_Tango_N2_0472,間隔,間隔[かんかく],Space,[sound:JLPT_Tango_N2_0472.mp3],高速道路では前の車と間隔をあけて走る。,高速[こうそく]道路[どうろ]では前[まえ]の車[くるま]と間隔[かんかく]をあけて走[はし]る。,One needs to keep a distance from the car in front when driving on a highway.,,0,"漢, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 04 - 交通,X,22,Sentence
JLPT_Tango_N2_0473,スムーズな,スムーズな,Smooth,[sound:JLPT_Tango_N2_0473.mp3],今日は渋滞もなく、車はスムーズに進んでいる。,今日[きょう]は渋滞[じゅうたい]もなく、車[くるま]はスムーズに進[すす]んでいる。,The car is moving smoothly with no traffic congestion.,スムーズ-smooth,2,"外, 形状詞, 一般, *, *",,,Ch 04 - 町,Sect 04 - 交通,X,23,Sentence
JLPT_Tango_N2_0473-005,円滑な,円滑[えんかつ]な,Smooth,[sound:JLPT_Tango_N2_0473-005.mp3],,,,円滑,0,"漢, 形状詞, 一般, *, *",,Related to スムーズな,Ch 04 - 町,Sect 04 - 交通,,23.1,Additional
JLPT_Tango_N2_0474,指す,指[さ]す,Point,[sound:JLPT_Tango_N2_0474.mp3],スピードメーターの針が１２０キロを指している。,スピードメーターの針[はり]が１２０キロを指[さ]している。,The speedmeter is pointing at 120 kph.,差す-他動詞,1,"和, 動詞, 一般, *, 五段-サ行",,,Ch 04 - 町,Sect 04 - 交通,X,24,Sentence
JLPT_Tango_N2_0475,のろのろ(な/する),のろのろ(な/する),Slow/Slowly,[sound:JLPT_Tango_N2_0475.mp3],前の車がのろのろ走っている。,前[まえ]の車[くるま]がのろのろ走[はし]っている。,The car in front is driving slowly.,,1,"和, 副詞, *, *, *",,,Ch 04 - 町,Sect 04 - 交通,X,25,Sentence
JLPT_Tango_N2_0475-005,のろい,のろい,Slow,[sound:JLPT_Tango_N2_0475-005.mp3],,,,呪い,"0,3,2","和, 名詞, 普通名詞, 一般, *",,Related to のろのろ(な/する),Ch 04 - 町,Sect 04 - 交通,,25.1,Additional
JLPT_Tango_N2_0476,ぐるぐる(と),ぐるぐる(と),Around And Around,[sound:JLPT_Tango_N2_0476.mp3],道に迷って、同じ道をぐるぐる回った。,道[みち]に迷[まよ]って、同[おな]じ道[みち]をぐるぐる回[まわ]った。,I got lost and keep going in circles on the same road.,,1,"和, 副詞, *, *, *",,,Ch 04 - 町,Sect 04 - 交通,X,26,Sentence
JLPT_Tango_N2_0477,パンク(する),パンク(する),Flat Tire,[sound:JLPT_Tango_N2_0477.mp3],高速道路でパンクしてしまった。,高速[こうそく]道路[どうろ]でパンクしてしまった。,I got a flat tire on the highway.,パンク-punk,"0,1","外, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 04 - 交通,X,27,Sentence
JLPT_Tango_N2_0478,慎重な,慎重[しんちょう]な,Cautiously,[sound:JLPT_Tango_N2_0478.mp3],車は慎重に運転するべきだ。,車[くるま]は慎重[しんちょう]に運転[うんてん]するべきだ。,One should drive a car carefully.,慎重,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 04 - 町,Sect 04 - 交通,X,28,Sentence
JLPT_Tango_N2_0479,気を抜く,気[き]を抜[ぬ]く,Relax One's Attention,[sound:JLPT_Tango_N2_0479.mp3],道がすいていても、気を抜いてはいけない。,道[みち]がすいていても、気[き]を抜[ぬ]いてはいけない。,One should be cautious even if the roads are clear.,,,,,,Ch 04 - 町,Sect 04 - 交通,X,29,Sentence
JLPT_Tango_N2_0480,生産(する),生産[せいさん](する),Production,[sound:JLPT_Tango_N2_0480.mp3],私の田舎では米の生産が盛んだ。,私[わたし]の田舎[いなか]では米[べい]の生産[せいさん]が盛[さか]んだ。,Rice prodcution is popular in my hometown.,,,,,,Ch 04 - 町,Sect 05 - 産業,X,1,Sentence
JLPT_Tango_N2_0481,供給(する),供給[きょうきゅう](する),Provision,[sound:JLPT_Tango_N2_0481.mp3],需要と供給のバランスは重要だ。,需要[じゅよう]と供給[きょうきゅう]のバランスは重要[じゅうよう]だ。,The balance of supply and demand is important.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,2,Sentence
JLPT_Tango_N2_0482,栽培(する),栽培[さいばい](する),Cultivation,[sound:JLPT_Tango_N2_0482.mp3],この地域では、いちごを栽培している。,この地域[ちいき]では、いちごを栽培[さいばい]している。,Strawberries are grown around this area.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,3,Sentence
JLPT_Tango_N2_0483,農家,農家[のうか],Farmer,[sound:JLPT_Tango_N2_0483.mp3],野菜は知り合いの農家から直接買っている。,野菜[やさい]は知り合[しりあ]いの農家[のうか]から直接[ちょくせつ]買[か]っている。,I buy vegerables directly from a farmer that I know.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 05 - 産業,X,4,Sentence
JLPT_Tango_N2_0484,作物,作物[さくもつ],Produce,[sound:JLPT_Tango_N2_0484.mp3],農家の人達は愛情を込めて作物を育てている。,農家[のうか]の人[ひと]達[たち]は愛情[あいじょう]を込[こ]めて作物[さくもつ]を育[そだ]てている。,The farmers tend to their crops with care.,,2,"漢, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 05 - 産業,X,5,Sentence
JLPT_Tango_N2_0485,漁業,漁業[ぎょぎょう],Fishery,[sound:JLPT_Tango_N2_0485.mp3],父は漁業で一家を支えている。,父[ちち]は漁業[ぎょぎょう]で一家[いっか]を支[ささ]えている。,My father supports the family by working in the fishing industry.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 05 - 産業,X,6,Sentence
JLPT_Tango_N2_0485-005,漁村,漁村[ぎょそん],Fishing Village,[sound:JLPT_Tango_N2_0485-005.mp3],,,,,0,"漢, 名詞, 普通名詞, 一般, *",,Related to 漁業,Ch 04 - 町,Sect 05 - 産業,,6.1,Additional
JLPT_Tango_N2_0485-006,商業,商業[しょうぎょう],Business,[sound:JLPT_Tango_N2_0485-006.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,Related to 漁業,Ch 04 - 町,Sect 05 - 産業,,6.2,Additional
JLPT_Tango_N2_0485-007,農業,農業[のうぎょう],Agriculture,[sound:JLPT_Tango_N2_0485-007.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,Related to 漁業,Ch 04 - 町,Sect 05 - 産業,,6.3,Additional
JLPT_Tango_N2_0485-008,工業,工業[こうぎょう],Industry,[sound:JLPT_Tango_N2_0485-008.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,Related to 漁業,Ch 04 - 町,Sect 05 - 産業,,6.4,Additional
JLPT_Tango_N2_0486,栄える,栄[さか]える,Prosper,[sound:JLPT_Tango_N2_0486.mp3],この島は漁業で栄えている。,この島[しま]は漁業[ぎょぎょう]で栄[さか]えている。,This island prospers from the fishing industry.,,"3,2","和, 動詞, 一般, *, 下一段-ア行",,,Ch 04 - 町,Sect 05 - 産業,X,7,Sentence
JLPT_Tango_N2_0487,普及(する),普及[ふきゅう](する),Proliferation,[sound:JLPT_Tango_N2_0487.mp3],コンピューターの普及で、ＩＴ産業は成長した。,コンピューターの普及[ふきゅう]で、ＩＴ産業[さんぎょう]は成長[せいちょう]した。,The IT industry grew due to the proliferation of computers.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,8,Sentence
JLPT_Tango_N2_0488,急増(する),急増[きゅうぞう](する),Rapid Increase,[sound:JLPT_Tango_N2_0488.mp3],この辺りは最近観光客が急増している。,この辺[あた]りは最近[さいきん]観光[かんこう]客[きゃく]が急増[きゅうぞう]している。,"Recently, the number of tourists are increasing rapidly around here.",,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,9,Sentence
JLPT_Tango_N2_0488-005,激減(する),激減[げきげん](する),Drastic Decrease,[sound:JLPT_Tango_N2_0488-005.mp3],,,,,0,"漢, 名詞, 普通名詞, サ変可能, *",,Related to 急増(する),Ch 04 - 町,Sect 05 - 産業,,9.1,Additional
JLPT_Tango_N2_0488-006,激増(する),激増[げきぞう](する),Drastic Increase,[sound:JLPT_Tango_N2_0488-006.mp3],,,,,0,"漢, 名詞, 普通名詞, サ変可能, *",,Related to 急増(する),Ch 04 - 町,Sect 05 - 産業,,9.2,Additional
JLPT_Tango_N2_0489,情緒,情緒[じょうちょ],Atmosphere,[sound:JLPT_Tango_N2_0489.mp3],この町は情緒があるので、観光客が多く訪れる。,この町[まち]は情緒[じょうちょ]があるので、観光[かんこう]客[きゃく]が多[おお]く訪[おとず]れる。,A lot of tourists visit this town because it has a lot of atmosphere.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 05 - 産業,X,10,Sentence
JLPT_Tango_N2_0489-005,異国情緒,異国[いこく]情緒[じょうちょ],Foreign Atmosphere,[sound:JLPT_Tango_N2_0489-005.mp3],,,,,,,,Related to 情緒,Ch 04 - 町,Sect 05 - 産業,,10.1,Additional
JLPT_Tango_N2_0490,向上(する),向上[こうじょう](する),Improvement,[sound:JLPT_Tango_N2_0490.mp3],新しい技術で、この工場の生産性が向上した。,新[あたら]しい技術[ぎじゅつ]で、この工場[こうじょう]の生産[せいさん]性[せい]が向上[こうじょう]した。,This factory's production improved due to new technology.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,11,Sentence
JLPT_Tango_N2_0491,構成(する),構成[こうせい](する),Structure,[sound:JLPT_Tango_N2_0491.mp3],地元の商品を開発するため、チームが構成された。,地元[じもと]の商品[しょうひん]を開発[かいはつ]するため、チームが構成[こうせい]された。,A team was formed to develop local products.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,12,Sentence
JLPT_Tango_N2_0492,重視(する),重視[じゅうし](する),"Emphasis, Consideration",[sound:JLPT_Tango_N2_0492.mp3],Ａ国では観光やサービス産業を重視している。,Ａ国[こく]では観光[かんこう]やサービス産業[さんぎょう]を重視[じゅうし]している。,Country A emphasises tourism and the service industry.,,"1,0","漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,13,Sentence
JLPT_Tango_N2_0493,提案(する),提案[ていあん](する),Suggestion,[sound:JLPT_Tango_N2_0493.mp3],地元の産業を生かした商品を提案する。,地元[じもと]の産業[さんぎょう]を生[い]かした商品[しょうひん]を提案[ていあん]する。,I suggest a product that took advantage of local industries.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,14,Sentence
JLPT_Tango_N2_0493-005,案,案[あん],Plan,[sound:JLPT_Tango_N2_0493-005.mp3],,,,,1,"漢, 名詞, 普通名詞, 一般, *",,Related to 提案(する),Ch 04 - 町,Sect 05 - 産業,,14.1,Additional
JLPT_Tango_N2_0494,検討(する),検討[けんとう](する),Consideration,[sound:JLPT_Tango_N2_0494.mp3],私の会社では新しい工場の建設を検討している。,私[わたし]の会社[かいしゃ]では新[あたら]しい工場[こうじょう]の建設[けんせつ]を検討[けんとう]している。,My company is thinking of building a new factory.,,,,,,Ch 04 - 町,Sect 05 - 産業,X,15,Sentence
JLPT_Tango_N2_0495,不可欠な,不可欠[ふかけつ]な,Indispensable,[sound:JLPT_Tango_N2_0495.mp3],この国には新しい産業が不可欠だ。,この国[くに]には新[あたら]しい産業[さんぎょう]が不可欠[ふかけつ]だ。,New industries are indispensable in this country.,不可欠,2,"漢, 形状詞, 一般, *, *",,,Ch 04 - 町,Sect 05 - 産業,X,16,Sentence
JLPT_Tango_N2_0496,妨げる,妨[さまた]げる,Prevent,[sound:JLPT_Tango_N2_0496.mp3],古いルールが新しい産業の発展を妨げている。,古[ふる]いルールが新[あたら]しい産業[さんぎょう]の発展[はってん]を妨[さまた]げている。,The old rules are preventing new industries from developing.,,"4,0","和, 動詞, 一般, *, 下一段-ガ行",,,Ch 04 - 町,Sect 05 - 産業,X,17,Sentence
JLPT_Tango_N2_0497,生える,生[は]える,Grow,[sound:JLPT_Tango_N2_0497.mp3],春になって、畑に雑草が生えてきた。,春[はる]になって、畑[はたけ]に雑草[ざっそう]が生[は]えてきた。,"Spring has arrived, and weeds have started growing in the fields.",,2,"和, 動詞, 一般, *, 下一段-ア行",,Also used for baby's teeth when they start growing in,Ch 04 - 町,Sect 05 - 産業,X,18,Sentence
JLPT_Tango_N2_0498,著しい,著[いちじる]しい,Drastic,[sound:JLPT_Tango_N2_0498.mp3],１９６０年代の頃から機械工業が著しく進歩した。,１９６０年[ねん]代[だい]の頃[ころ]から機械[きかい]工業[こうぎょう]が著[いちじる]しく進歩[しんぽ]した。,Mechanical engineering has advanced dramatically since the 1960s.,,5,"和, 形容詞, 一般, *, 形容詞",,,Ch 04 - 町,Sect 05 - 産業,X,19,Sentence
JLPT_Tango_N2_0499,参考,参考[さんこう],Reference,[sound:JLPT_Tango_N2_0499.mp3],このロボットは人間や動物の動きを参考にしている。,このロボットは人間[にんげん]や動物[どうぶつ]の動[うご]きを参考[さんこう]にしている。,This robot uses the movement of humans and animals as reference.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 04 - 町,Sect 05 - 産業,X,20,Sentence
JLPT_Tango_N2_0500,リスク,リスク,Risk,[sound:JLPT_Tango_N2_0500.mp3],農業には常に自然災害というリスクがある。,農業[のうぎょう]には常[つね]に自然[しぜん]災害[さいがい]というリスクがある。,Agriculture always entails the risk of natural diasters.,リスク-risk,1,"外, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 05 - 産業,X,21,Sentence
JLPT_Tango_N2_0501,現地,現地[げんち],Site,[sound:JLPT_Tango_N2_0501.mp3],Ａ社は現地を調査して、新しい工場を建てた。,Ａ社[しゃ]は現地[げんち]を調査[ちょうさ]して、新[あたら]しい工場[こうじょう]を建[た]てた。,Company A conducted a field survey at the site and built a new factory there.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 04 - 町,Sect 05 - 産業,X,22,Sentence
JLPT_Tango_N2_0502,教わる,教[おそ]わる,Learn,[sound:JLPT_Tango_N2_0502.mp3],この学校で日本語だけでなく文化や習慣も教わった。,この学校[がっこう]で日本[にっぽん]語[ご]だけでなく文化[ぶんか]や習慣[しゅうかん]も教[おそ]わった。,"I learned not only the Japanese language, but also Japanese culture and customs at this school.",,0,"和, 動詞, 一般, *, 五段-ラ行",,,Ch 05 - 学校で,Sect 01 - 学校,X,1,Sentence
JLPT_Tango_N2_0503,願書,願書[がんしょ],Application,[sound:JLPT_Tango_N2_0503.mp3],大学の願書を締め切りまでに提出する。,大学[だいがく]の願書[がんしょ]を締め切[しめき]りまでに提出[ていしゅつ]する。,I will submit the university application before the deadline.,,1,"漢, 名詞, 普通名詞, 一般, *",,,Ch 05 - 学校で,Sect 01 - 学校,X,2,Sentence
JLPT_Tango_N2_0503-005,入学願書,入学[にゅうがく]願書[がんしょ],"Application For (School, University)",[sound:JLPT_Tango_N2_0503-005.mp3],,,,,,,,Related to 願書,Ch 05 - 学校で,Sect 01 - 学校,,2.1,Additional
JLPT_Tango_N2_0504,推薦(する),推薦[すいせん](する),Recommendation,[sound:JLPT_Tango_N2_0504.mp3],高校から大学に推薦してもらえることになった。,高校[こうこう]から大学[だいがく]に推薦[すいせん]してもらえることになった。,The high school will recommend me to the university.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 05 - 学校で,Sect 01 - 学校,X,3,Sentence
JLPT_Tango_N2_0504-005,推薦入試,推薦[すいせん]入試[にゅうし],Entrance Exam By Commendation,[sound:JLPT_Tango_N2_0504-005.mp3],,,,,,,,Related to 推薦(する),Ch 05 - 学校で,Sect 01 - 学校,,3.1,Additional
JLPT_Tango_N2_0504-006,推薦状,推薦[すいせん]状[じょう],Recommendation Letter,[sound:JLPT_Tango_N2_0504-006.mp3],,,,,,,,Related to 推薦(する),Ch 05 - 学校で,Sect 01 - 学校,,3.2,Additional
JLPT_Tango_N2_0504-007,学校推薦,学校[がっこう]推薦[すいせん],Recommendation From School,[sound:JLPT_Tango_N2_0504-007.mp3],,,,,,,,Related to 推薦(する),Ch 05 - 学校で,Sect 01 - 学校,,3.3,Additional
JLPT_Tango_N2_0505,狙う,狙[ねら]う,Aim For,[sound:JLPT_Tango_N2_0505.mp3],彼は有名な私立大学を狙っている。,彼[かれ]は有名[ゆうめい]な私立[しりつ]大学[だいがく]を狙[ねら]っている。,He is aiming for a famous private university.,,0,"和, 動詞, 一般, *, 五段-ワア行",,,Ch 05 - 学校で,Sect 01 - 学校,X,4,Sentence
